maquina,tipo_rotura,cantidad,fecha
URDIDORA # 01,Interferencia entre hilos,3,20260917
URDIDORA # 01,Hilos sueltos,1,20260917
URDIDORA # 02,Interferencia entre hilos,5,20260917
URDIDORA # 02,Cola o reserva,4,20260917
URDIDORA # 02,Hilos sueltos,5,20260917
URDIDORA # 03,Moña,3,20260917
URDIDORA # 03,Cola o reserva,2,20260917
URDIDORA # 03,Queso picado externo,2,20260917
URDIDORA # 03,Hilos sueltos,2,20260917
