Fecha,Maquina,Causa,Horas,% Tiempo Perdido
20260918,TENIDO TREN 01,FALTA DE MATERIAL (MAD PARA TEÑIR),3.98,16.58
20260918,TENIDO TREN 01,MANTENIMIENTO PREVENTIVO.,3.00,12.50
20260918,TENIDO TREN 01,PREPARACION DE MAQUINA,2.48,10.33
20260918,TENIDO TREN 01,FALTA DE INSUMOS (PROD.QUIMICO-TIRRO),0.75,3.13
