Fecha,Maquina,Causa,Horas,% Tiempo Perdido
20260904,TENIDO TREN 01,PREPARACION DE MAQUINA,0.65,2.71
20260904,TENIDO TREN 02,FALTA DE MATERIAL (MAD PARA TEÑIR),9.90,41.25
