Fecha,Maquina,Causa,Horas,% Tiempo Perdido
20260907,TENIDO TREN 02,PREPARACION DE MAQUINA,3.48,14.50
20260907,TENIDO TREN 02,FALTA DE MATERIAL (MAD PARA TEÑIR),1.50,6.25
20260907,TENIDO TREN 02,COMIDA,0.50,2.08
