Fecha,Maquina,Causa,Horas,% Tiempo Perdido
20260923,TENIDO TREN 01,FALTA DE MATERIAL (MAD PARA TEÑIR),1.17,4.88
20260923,TENIDO TREN 01,REPARACION DE DAÑO -EMPALME.,0.75,3.13
20260923,TENIDO TREN 01,COMIDA,0.50,2.08
20260923,TENIDO TREN 01,PREPARACION DE MAQUINA,0.50,2.08
20260923,TENIDO TREN 01,FALLA ELECTRICA.,0.50,2.08
