maquina,tipo_rotura,cantidad,fecha
URDIDORA # 03,Moña,23,20260902
URDIDORA # 03,Interferencia entre hilos,16,20260902
URDIDORA # 03,Cambio o transferencia,3,20260902
URDIDORA # 03,Baquelita,1,20260902
URDIDORA # 03,Nudo flojo,1,20260902
URDIDORA # 03,Hilos sueltos,11,20260902
URDIDORA # 04,Interferencia entre hilos,7,20260902
URDIDORA # 04,Moña,7,20260902
URDIDORA # 04,Queso picado externo,5,20260902
URDIDORA # 04,Hilos sueltos,5,20260902
