Fecha,Maquina,Causa,Horas,% Tiempo Perdido
20260903,TENIDO TREN 01,MATERIAL EN TRANSITO,1.98,8.25
20260903,TENIDO TREN 01,PREPARACION DE MAQUINA,1.98,8.25
20260903,TENIDO TREN 02,MANTENIMIENTO PREVENTIVO.,7.98,33.25
20260903,TENIDO TREN 02,PREPARACION DE MAQUINA,0.75,3.13
20260903,TENIDO TREN 02,REPARACION DE DAÑO -EMPALME.,0.12,0.50
